,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_period_by_year,num_services,charge_group
158,m,0,Yes,No,5.0,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Electronic check,79.53,397.65,No,0 - 1 year,2,Medium
159,f,0,No,No,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.81,327.15,Yes,1 - 2 year,2,Low
160,f,1,Yes,Yes,2.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.45,42.9,Yes,0 - 1 year,2,Low
161,m,0,No,No,29.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,23.71,687.59,Yes,2 - 4 year,3,Low
162,f,0,Yes,Yes,1.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.98,68.98,No,0 - 1 year,4,Medium
163,m,0,Yes,Yes,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),23.09,92.36,Yes,0 - 1 year,1,Low
164,f,0,No,No,13.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),32.98,428.74,Yes,1 - 2 year,7,Low
165,f,0,No,Yes,41.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,unkown,20.78,851.98,No,2 - 4 year,3,Low
166,m,0,Yes,No,26.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.5,2145.0,Yes,2 - 4 year,1,Medium
167,f,0,No,No,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),78.1,1171.5,No,1 - 2 year,1,Medium
168,f,0,No,Yes,6.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),24.21,145.26,No,0 - 1 year,3,Low
169,f,0,No,Yes,4.0,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,22.75,91.0,No,0 - 1 year,3,Low
170,m,0,No,Yes,42.0,Yes,Yes,DSL,Yes,No internet service,No,No,No,Yes,One year,Yes,Credit card (automatic),33.07,1388.94,No,2 - 4 year,4,Low
171,f,0,unkown,No,48.0,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,26.13,1254.24,Yes,2 - 4 year,3,Low
172,m,0,Yes,Yes,16.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,19.93,318.88,Yes,1 - 2 year,4,Low
173,f,0,Yes,No,39.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,42.66,1663.74,No,2 - 4 year,3,Low
174,m,0,Yes,No,16.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,38.7,619.2,Yes,1 - 2 year,2,Low
175,m,0,No,Yes,40.0,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,unkown,46.34,1853.6,Yes,2 - 4 year,2,Low
176,m,0,No,No,37.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),23.22,859.14,No,2 - 4 year,2,Low
177,f,0,No,Yes,5.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),108.2,541.0,No,0 - 1 year,4,High
178,f,0,Yes,Yes,43.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,47.28,2033.04,No,2 - 4 year,4,Low
179,f,0,No,No,32.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,49.48,1583.36,No,2 - 4 year,4,Low
180,f,0,No,No,11.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,103.13,1134.43,No,0 - 1 year,4,High
181,m,0,No,No,29.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.31,1284.99,No,2 - 4 year,2,Low
182,f,0,No,No,20.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.7,394.0,Yes,1 - 2 year,2,Low
183,m,0,No,Yes,24.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.33,439.92,No,1 - 2 year,2,Low
184,f,0,Yes,No,13.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.71,607.23,Yes,1 - 2 year,2,Low
185,m,0,No,Yes,11.0,No,No phone service,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),115.82,1274.02,Yes,0 - 1 year,2,High
186,f,1,No,No,5.0,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),35.3,0.0,Yes,0 - 1 year,4,Low
187,m,0,No,Yes,7.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,22.76,159.32,Yes,0 - 1 year,2,Low
188,m,0,unkown,No,17.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,unkown,21.95,373.15,No,1 - 2 year,2,Low
189,m,0,No,Yes,9.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),116.56,1049.04,No,0 - 1 year,4,High
190,f,1,Yes,Yes,44.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),116.94,5145.36,Yes,2 - 4 year,4,High
191,m,0,unkown,Yes,14.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.6,652.4,Yes,1 - 2 year,3,Low
192,f,0,No,No,1.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,97.73,97.73,No,0 - 1 year,3,Medium
193,m,1,No,No,36.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,55.99,2015.64,No,2 - 4 year,3,Medium
194,f,0,Yes,Yes,31.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,67.89,2104.59,Yes,2 - 4 year,4,Medium
195,f,0,No,Yes,17.0,Yes,unkown,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),115.92,1970.64,Yes,1 - 2 year,1,High
196,f,0,unkown,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.14,441.54,Yes,0 - 1 year,1,Low
197,f,1,No,No,999.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,96.26,96163.74,No,4+ years,3,Medium
198,m,0,No,Yes,39.0,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,One year,No,Mailed check,18.61,725.79,No,2 - 4 year,2,Low
199,m,0,No,No,33.0,No,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,59.94,1978.02,No,2 - 4 year,2,Medium
200,m,0,Yes,Yes,9.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,44.39,399.51,Yes,0 - 1 year,3,Low
201,m,0,Yes,No,8.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),82.79,662.32,No,0 - 1 year,2,Medium
202,f,0,No,No,36.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,27.56,992.16,Yes,2 - 4 year,4,Low
203,m,1,unkown,No,16.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),56.3,900.8,No,1 - 2 year,2,Medium
204,m,0,No,No,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.19,617.85,Yes,1 - 2 year,2,Low
205,f,0,Yes,Yes,39.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,65.27,2545.53,Yes,2 - 4 year,0,Medium
206,f,0,No,No,43.0,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),107.71,4631.53,Yes,2 - 4 year,2,High
207,m,1,No,Yes,9.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),30.39,273.51,No,0 - 1 year,3,Low
208,f,1,No,No,40.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.45,1378.0,Yes,2 - 4 year,2,Low
209,m,0,No,No,7.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,86.48,605.36,No,0 - 1 year,2,Medium
210,f,0,Yes,No,23.0,Yes,unkown,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),71.64,1647.72,Yes,1 - 2 year,2,Medium
211,m,1,No,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.22,504.4,Yes,1 - 2 year,1,Low
212,f,0,No,No,20.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.01,740.2,Yes,1 - 2 year,0,Low
213,f,0,Yes,No,61.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),37.17,2267.37,Yes,4+ years,4,Low
214,f,1,No,No,51.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,38.85,1981.35,Yes,4+ years,2,Low
215,f,0,unkown,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.92,548.24,Yes,1 - 2 year,1,Low
216,m,0,No,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,53.53,1070.6,Yes,1 - 2 year,1,Medium
217,m,0,Yes,No,47.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),64.63,3037.61,Yes,2 - 4 year,2,Medium
218,m,0,No,No,43.0,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,25.72,1105.96,No,2 - 4 year,4,Low
219,m,0,Yes,No,17.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),634.29,10782.93,Yes,1 - 2 year,3,Very High
220,m,0,Yes,No,17.0,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,78.49,1334.33,Yes,1 - 2 year,1,Medium
221,f,0,No,No,24.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),90.71,2177.04,No,1 - 2 year,1,Medium
222,m,0,No,No,12.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),61.66,739.92,No,0 - 1 year,4,Medium
223,m,1,No,Yes,27.0,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,Yes,Electronic check,71.42,1928.34,No,2 - 4 year,3,Medium
224,m,0,Yes,Yes,54.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.65,1385.1,No,4+ years,0,Low
225,f,1,Yes,Yes,31.0,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),38.8,1202.8,Yes,2 - 4 year,3,Low
226,f,1,No,No,41.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),83.96,3442.36,No,2 - 4 year,4,Medium
227,f,0,No,Yes,44.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),26.66,1173.04,No,2 - 4 year,4,Low
228,m,0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,32.09,96.27,No,0 - 1 year,3,Low
229,m,0,Yes,No,35.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,47.39,1658.65,Yes,2 - 4 year,2,Low
230,m,1,No,No,25.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,38.24,956.0,Yes,2 - 4 year,2,Low
231,m,1,No,No,14.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),48.92,-80.77,No,1 - 2 year,4,Low
232,f,0,unkown,No,5.0,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.33,426.65,Yes,0 - 1 year,2,Medium
233,m,1,No,No,27.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,60.08,1622.16,No,2 - 4 year,5,Medium
234,m,0,Yes,Yes,33.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.4,970.2,No,2 - 4 year,1,Low
235,f,0,Yes,Yes,2.0,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,66.52,133.04,Yes,0 - 1 year,2,Medium
236,m,0,unkown,No,35.0,Yes,No,DSL,No,No,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.77,2791.95,No,2 - 4 year,3,Medium
237,f,1,No,Yes,19.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),28.47,540.93,No,1 - 2 year,5,Low
238,f,1,No,No,10.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.28,792.8,Yes,0 - 1 year,3,Medium
239,m,0,Yes,No,17.0,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,Two year,No,Electronic check,42.87,728.79,No,1 - 2 year,3,Low
240,m,0,No,Yes,18.0,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.08,703.44,No,1 - 2 year,4,Low
241,f,0,No,Yes,2.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,36.78,73.56,No,0 - 1 year,3,Low
242,unkown,0,Yes,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.3,153.2,Yes,0 - 1 year,1,Low
243,m,0,Yes,No,2.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),45.01,90.02,Yes,0 - 1 year,3,Low
244,m,0,Yes,No,3.0,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),82.51,247.53,Yes,0 - 1 year,2,Medium
245,m,0,Yes,Yes,31.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),38.46,1192.26,No,2 - 4 year,3,Low
246,m,0,No,No,8.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,28.27,226.16,Yes,0 - 1 year,3,Low
247,f,0,Yes,Yes,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.91,189.1,No,0 - 1 year,1,Low
248,f,0,No,No,37.0,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Two year,No,Electronic check,33.6,1243.2,No,2 - 4 year,1,Low
249,m,1,No,Yes,21.0,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),32.17,675.57,Yes,1 - 2 year,4,Low
250,m,1,No,Yes,46.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.06,2210.76,Yes,2 - 4 year,2,Low
251,f,1,Yes,No,37.0,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,36.84,1363.08,Yes,2 - 4 year,2,Low
252,m,0,Yes,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,43.08,473.88,No,0 - 1 year,1,Low
253,m,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,89.97,179.94,Yes,0 - 1 year,2,Medium
254,m,0,No,No,9.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,29.98,269.82,No,0 - 1 year,5,Low
255,m,0,No,Yes,12.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),88.52,1062.24,Yes,0 - 1 year,2,Medium
256,m,0,Yes,No,44.0,Yes,unkown,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,1198.37,52728.28,Yes,2 - 4 year,3,Very High
257,f,0,No,No,3.0,Yes,unkown,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.35,136.05,Yes,0 - 1 year,1,Low
258,f,0,No,No,6.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),26.09,156.54,Yes,0 - 1 year,3,Low
259,m,0,Yes,No,5.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),20.13,100.65,Yes,0 - 1 year,4,Low
260,f,0,Yes,No,7.0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),34.67,242.69,No,0 - 1 year,2,Low
261,f,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.03,182.06,Yes,0 - 1 year,2,Medium
262,f,1,Yes,No,17.0,Yes,No,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Electronic check,110.24,1874.08,No,1 - 2 year,1,High
263,m,1,No,No,7.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),18.72,131.04,No,0 - 1 year,2,Low
264,f,0,Yes,Yes,38.0,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34.04,1293.52,Yes,2 - 4 year,1,Low
265,m,0,No,Yes,13.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),19.46,252.98,Yes,1 - 2 year,3,Low
266,f,0,No,Yes,27.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,113.98,3077.46,No,2 - 4 year,4,High
267,f,1,No,No,37.0,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),20.78,768.86,No,2 - 4 year,1,Low
268,f,0,No,No,37.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,unkown,38.74,1433.38,Yes,2 - 4 year,2,Low
269,f,0,No,No,10.0,Yes,unkown,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),40.49,404.9,No,0 - 1 year,3,Low
270,m,0,Yes,No,24.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.55,2389.2,Yes,1 - 2 year,3,Medium
271,f,1,Yes,No,27.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,94.98,2564.46,Yes,2 - 4 year,2,Medium
272,unkown,0,Yes,No,33.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.16,995.28,No,2 - 4 year,2,Low
273,f,0,Yes,Yes,70.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),48.59,3401.3,No,4+ years,3,Low
274,m,0,Yes,No,17.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),104.35,1773.95,Yes,1 - 2 year,4,High
275,m,0,No,No,19.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),97.66,1855.54,No,1 - 2 year,3,Medium
276,m,0,No,No,38.0,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Electronic check,36.54,1388.52,No,2 - 4 year,2,Low
277,f,1,No,No,51.0,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,20.06,1023.06,Yes,4+ years,3,Low
278,m,1,No,No,4.0,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),30.74,122.96,No,0 - 1 year,2,Low
279,f,1,No,No,17.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,20.73,352.41,No,1 - 2 year,5,Low
280,m,0,No,No,14.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,64.64,904.96,No,1 - 2 year,2,Medium
281,f,0,Yes,Yes,12.0,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Two year,No,Electronic check,117.3,1407.6,No,0 - 1 year,2,High
282,f,0,No,No,8.0,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),46.11,368.88,Yes,0 - 1 year,3,Low
283,m,0,Yes,No,15.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),38.46,576.9,No,1 - 2 year,2,Low
284,f,0,No,No,44.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.21,1021.24,No,2 - 4 year,1,Low
285,f,0,No,No,17.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,33.18,564.06,No,1 - 2 year,2,Low
286,f,0,No,No,20.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,19.28,385.6,No,1 - 2 year,2,Low
287,m,0,No,Yes,12.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,104.16,1249.92,Yes,0 - 1 year,2,High
288,f,0,No,No,23.0,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,unkown,38.05,875.15,Yes,1 - 2 year,2,Low
289,f,1,Yes,No,4.0,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),48.38,193.52,Yes,0 - 1 year,4,Low
290,m,0,No,No,16.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,25.75,412.0,No,1 - 2 year,3,Low
291,f,0,No,No,8.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),53.6,428.8,Yes,0 - 1 year,3,Medium
292,m,0,No,No,14.0,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.56,301.84,No,1 - 2 year,2,Low
293,f,1,Yes,No,5.0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.58,0.0,Yes,0 - 1 year,3,Medium
294,f,0,No,Yes,15.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,104.67,1570.05,No,1 - 2 year,3,High
295,f,1,No,No,28.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),43.45,1216.6,No,2 - 4 year,4,Low
296,m,1,No,Yes,999.0,Yes,unkown,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),104.74,104635.26,Yes,4+ years,1,High
